"","recordID","month","day","year","period","plot","note1","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5","treatment","resourcetreatment","anttreatment","Month"
"5472",61933,4,18,2015,437,11,NA,66,"RM","F","","","","","","E","",18,13,"B2C5AC","*","","","","","",NA,"","","control",NA,NA,"Apr"
"5473",61934,4,18,2015,437,11,NA,67,"PP","F","","","","","","E","",21,19,"B2BB6A","","","","","","",NA,"","D","control",NA,NA,"Apr"
"5474",61945,4,18,2015,437,1,NA,72,"PP","F","","","","","","E","",21,21,"00E910","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5475",61951,4,18,2015,437,1,NA,76,"PE","F","","","","","","E","",20,27,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5476",61954,4,18,2015,437,1,NA,21,"PE","F","","","","","","E","",20,21,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5477",61959,4,18,2015,437,1,NA,52,"PP","F","","","","","","E","",22,21,"B2D323","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5478",61968,4,18,2015,437,23,NA,61,"PE","F","","","","","","E","",20,29,"B20241","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5479",61969,4,18,2015,437,23,NA,63,"PE","F","","","","","","E","",20,23,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5480",61981,4,18,2015,437,23,NA,32,"PP","F","","","","","","E","",22,21,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5481",62004,4,19,2015,437,2,NA,17,"PP","F","","","","P","","E","",21,22,"00E327","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5482",62007,4,19,2015,437,2,NA,37,"RM","F","","","","","","E","",17,13,"B72A4B","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5483",62009,4,19,2015,437,2,NA,12,"RM","F","","","","","","E","",17,14,"B25600","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5484",62018,4,19,2015,437,3,NA,35,"PP","F","","","","","","E","",23,22,"B76510","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5485",62021,4,19,2015,437,3,NA,25,"PP","F","","","","","P","E","",21,25,"00FB4F","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5486",62023,4,19,2015,437,3,NA,22,"RM","F","","","","","","E","",16,15,"B2052C","*","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5487",62024,4,19,2015,437,3,NA,36,"PP","F","","","","S","","E","",21,20,"00FA65","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5488",62025,4,19,2015,437,3,NA,41,"PE","F","","","","","P","E","",20,33,"B72898","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5489",62026,4,19,2015,437,3,NA,52,"PP","F","","","","","","B","",22,23,"B7689C","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5490",62032,4,19,2015,437,3,NA,62,"PP","F","","","","","","E","",23,21,"00FA4C","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5491",62034,4,19,2015,437,3,NA,77,"PP","F","","","","","","E","",20,21,"00F93E","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5492",62036,4,19,2015,437,3,NA,14,"RM","F","","","","","","E","",17,13,"B1DCCB","*","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5493",62037,4,19,2015,437,3,NA,74,"PP","F","","","","","P","E","",22,30,"00FF9D","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5494",62039,4,19,2015,437,5,NA,33,"PF","F","","","","","","E","",15,11,"B1DA86","*","","","","","",NA,"","","control",NA,NA,"Apr"
"5495",62040,4,19,2015,437,5,NA,26,"RM","F","","","","","","E","",18,14,"B24F7B","*","","","","","",NA,"","","control",NA,NA,"Apr"
"5496",62062,4,19,2015,437,8,NA,63,"PP","F","","","","","","E","",22,24,"5E3A0F","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5497",62063,4,19,2015,437,8,NA,75,"PP","F","","","","","","E","",20,22,"B6E426","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5498",62064,4,19,2015,437,8,NA,66,"RM","F","","","","","","E","",16,13,"B2B34E","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5499",62072,4,19,2015,437,13,NA,56,"PP","F","","","","","","E","",21,21,"010569","","","","","","",NA,"","","control",NA,NA,"Apr"
"5500",62073,4,19,2015,437,13,NA,26,"PP","F","","","","","P","","",21,24,"0118C1","","","","","","",NA,"","","control",NA,NA,"Apr"
"5501",62074,4,19,2015,437,13,NA,57,"RM","F","","","","","","E","",17,14,"B2CFDC","*","","","","","",NA,"","","control",NA,NA,"Apr"
"5502",62076,4,19,2015,437,13,NA,77,"PP","F","","","","","","E","",21,23,"B1E203","","","","","","",NA,"","","control",NA,NA,"Apr"
"5503",62084,4,19,2015,437,13,NA,25,"RM","F","","","","","","E","",17,15,"B2AF21","","","","","","",NA,"","","control",NA,NA,"Apr"
"5504",62093,4,19,2015,437,13,NA,16,"PE","F","","","","","","E","",21,32,"B6FB73","","","","","","",NA,"","","control",NA,NA,"Apr"
"5505",62109,4,19,2015,437,14,NA,65,"RM","F","","","","","","E","",17,12,"B2CCD6","*","","","","","",NA,"","","control",NA,NA,"Apr"
"5506",62113,4,19,2015,437,15,NA,71,"PP","F","","","","","","E","",20,19,"012687","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5507",62116,4,19,2015,437,15,NA,35,"RM","F","","","","","","E","",16,14,"B2B06C","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5508",62120,4,19,2015,437,15,NA,12,"PP","F","","","","","","E","",21,19,"B2D3C8","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5509",62123,4,19,2015,437,15,NA,46,"PP","F","","","","","","E","",21,22,"B2CF1A","*","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5510",62124,4,19,2015,437,15,NA,22,"PP","F","","","","","P","","",20,25,"B2063F","","","","","","",NA,"","","exclosure",NA,NA,"Apr"
"5511",62134,4,19,2015,437,17,NA,36,"PP","F","","","","","","E","",23,24,"00AD0D","","","","","","",NA,"","","control",NA,NA,"Apr"
"5512",62142,4,19,2015,437,17,NA,63,"PP","F","","","","","","E","",20,24,"5DA3C0","","","","","","",NA,"","","control",NA,NA,"Apr"
"5513",62147,4,19,2015,437,7,NA,42,"PB","F","","","","","","E","",26,36,"B2CCB7","*","","","","","",NA,"","","control",NA,NA,"Apr"
"5514",62160,4,19,2015,437,9,1,37,"RM","F","","","","","","E","",NA,12,"B26C2B","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5515",62165,4,19,2015,437,10,NA,74,"RM","F","","","","","","E","",16,14,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5516",62166,4,19,2015,437,10,NA,76,"PE","F","","","","","","E","",20,25,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5517",62174,4,19,2015,437,16,NA,57,"RM","F","","","","","","E","",16,15,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5518",62176,4,19,2015,437,16,NA,17,"RM","F","","","","","","E","",18,11,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5519",62177,4,19,2015,437,16,NA,24,"RM","F","","","","","","E","",17,12,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5520",62178,4,19,2015,437,16,NA,76,"PE","F","","","","","","E","",20,23,"","","","","","","",NA,"","R","removal",NA,NA,"Apr"
"5521",62183,5,16,2015,438,4,NA,46,"PP","F","","","","","","E","",22,21,"00F8EE","","","","","","",NA,"","","control",NA,NA,"May"
"5522",62189,5,16,2015,438,4,NA,62,"PP","F","","","","","","E","",21,21,"B6E927","","","","","","",NA,"","","control",NA,NA,"May"
"5523",62191,5,16,2015,438,4,NA,52,"PP","F","","","","","P","E","",21,27,"B2C57F","","","","","","",NA,"","","control",NA,NA,"May"
"5524",62198,5,16,2015,438,6,NA,64,"PP","F","","","","","","E","",20,22,"010522","","","","","","",NA,"","","control",NA,NA,"May"
"5525",62199,5,16,2015,438,6,NA,51,"PE","F","","","","","","E","",19,32,"B72898","","","","","","",NA,"","","control",NA,NA,"May"
"5526",62201,5,16,2015,438,6,NA,77,"PP","F","","","","","","E","",22,22,"B6FC77","","","","","","",NA,"","","control",NA,NA,"May"
"5527",62205,5,16,2015,438,24,NA,34,"PE","F","","","","","","E","",20,30,"B1F1C1","","","","","","",NA,"","","control",NA,NA,"May"
"5528",62212,5,16,2015,438,11,NA,12,"PP","F","","","","","","E","",21,23,"B18D20","","","","","","",NA,"","","control",NA,NA,"May"
"5529",62213,5,16,2015,438,11,NA,63,"PP","F","","","","","","E","",22,21,"B19AB2","","","","","","",NA,"","","control",NA,NA,"May"
"5530",62214,5,16,2015,438,11,NA,64,"PP","F","","","","","","E","",21,21,"00F9B4","","","","","","",NA,"","","control",NA,NA,"May"
"5531",62215,5,16,2015,438,19,NA,11,"PP","F","","","","","","E","",20,16,"00ABF2","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5532",62228,5,16,2015,438,20,NA,62,"PP","F","","","","","","E","",21,25,"B2BC32","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5533",62229,5,16,2015,438,20,NA,24,"RM","F","","","","","","E","",17,18,"B6FE8A","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5534",62231,5,16,2015,438,21,NA,65,"PB","F","","","","","","E","",27,46,"5DA173","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5535",62235,5,16,2015,438,21,NA,33,"PP","F","","","","","","E","",21,20,"00FAD6","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5536",62245,5,16,2015,438,12,NA,46,"PP","F","","","","","","E","",22,21,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5537",62246,5,16,2015,438,1,11,13,"PP","F","","","","","","E","",21,23,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5538",62247,5,16,2015,438,1,NA,77,"PE","F","","","","","","E","",19,33,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5539",62252,5,17,2015,438,2,NA,42,"PP","F","","","","","","E","",21,20,"B7362C","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5540",62253,5,17,2015,438,2,NA,24,"PP","F","","","","","","E","",23,24,"00E327","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5541",62256,5,17,2015,438,3,NA,15,"PP","F","","","","","","E","",21,20,"00FB4F","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5542",62258,5,17,2015,438,3,NA,54,"PP","F","","","","","","E","",21,24,"00FF9D","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5543",62259,5,17,2015,438,3,NA,43,"PP","F","","","","","P","","",21,26,"B7689C","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5544",62270,5,17,2015,438,8,NA,52,"PP","F","","","","","","E","",20,21,"B2C3E2","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5545",62272,5,17,2015,438,8,NA,21,"PP","F","","","","","","E","",20,21,"5E3A0F","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5546",62280,5,17,2015,438,13,NA,17,"PP","F","","","","","","E","",20,23,"B1E203","","","","","","",NA,"","","control",NA,NA,"May"
"5547",62296,5,17,2015,438,17,NA,61,"PP","F","","","","","","E","",22,22,"0102ED","","","","","","",NA,"","","control",NA,NA,"May"
"5548",62300,5,17,2015,438,17,NA,32,"PP","F","","","","","","E","",21,23,"00F9AE","","","","","","",NA,"","","control",NA,NA,"May"
"5549",62303,5,17,2015,438,7,NA,63,"PB","F","","","","","","E","",26,39,"B2CCB7","","","","","","",NA,"","","control",NA,NA,"May"
"5550",62307,5,17,2015,438,7,NA,31,"PE","F","","","","","P","","",19,35,"B2D659","*","","","","","",NA,"","","control",NA,NA,"May"
"5551",62309,5,17,2015,438,16,NA,65,"PP","F","","","","","","E","",21,24,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5552",62315,5,17,2015,438,10,NA,72,"RM","F","","","","","","E","",17,16,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5553",62328,5,16,2015,438,6,NA,71,"PB","F","","","","","","E","",24,39,"B2B049","*","","","","","",NA,"","","control",NA,NA,"May"
"5554",62341,5,16,2015,438,11,NA,16,"PP","F","","","","","","E","",21,22,"A51219","*","","","","","",NA,"","","control",NA,NA,"May"
"5555",62345,5,16,2015,438,19,NA,52,"PP","F","","","","P","","E","",22,22,"00B48E","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5556",62346,5,16,2015,438,19,NA,51,"PP","F","","","","","","E","",20,18,"B19C38","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5557",62354,5,16,2015,438,19,NA,41,"PP","F","","","","","","E","",22,26,"0116C9","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5558",62360,5,16,2015,438,18,NA,23,"PP","F","","","","","","E","",21,29,"012CF9","","","","","","",NA,"","","control",NA,NA,"May"
"5559",62363,5,16,2015,438,20,NA,44,"PP","F","","","","","P","","",21,28,"B6E86B","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5560",62366,5,16,2015,438,20,NA,25,"PP","F","","","","","","E","",22,20,"B2D6B9","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5561",62372,5,16,2015,438,21,NA,56,"PB","F","","","","","","B","",26,33,"A652FF","*","","","","","",NA,"","","exclosure",NA,NA,"May"
"5562",62376,5,16,2015,438,21,NA,15,"PP","F","","","","","","E","",21,20,"012930","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5563",62378,5,16,2015,438,21,NA,63,"PF","F","","","","","","E","",16,11,"A65137","*","","","","","",NA,"","","exclosure",NA,NA,"May"
"5564",62382,5,16,2015,438,22,NA,52,"PP","F","","","","","","E","",21,22,"A651DF","*","","","","","",NA,"","","exclosure",NA,NA,"May"
"5565",62383,5,16,2015,438,22,NA,54,"RM","F","","","","","","E","",16,14,"B2119D","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5566",62384,5,16,2015,438,22,NA,26,"PP","F","","","","","","E","",20,20,"B256E2","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5567",62389,5,16,2015,438,23,NA,77,"RM","F","","","","","","E","",16,16,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5568",62402,5,16,2015,438,1,NA,51,"PE","F","","","","","P","E","",20,33,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5569",62405,5,16,2015,438,1,NA,73,"RM","F","","","","","","E","",17,14,"","","","","","","",NA,"","R","removal",NA,NA,"May"
"5570",62411,5,17,2015,438,2,NA,52,"PE","F","","","","","P","E","",20,29,"B2B478","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5571",62417,5,17,2015,438,3,NA,61,"PP","F","","","","","","E","",22,22,"B2C083","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5572",62419,5,17,2015,438,3,NA,13,"RM","F","","","","","","E","",16,12,"B1DCCB","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5573",62421,5,17,2015,438,3,NA,57,"PP","F","","","","","","E","",21,20,"00F93E","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5574",62422,5,17,2015,438,3,NA,66,"PB","F","","","","","","E","",24,32,"B2D260","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5575",62425,5,17,2015,438,5,NA,76,"PP","F","","","","","","E","",22,18,"B2AE97","*","","","","","",NA,"","","control",NA,NA,"May"
"5576",62429,5,17,2015,438,5,NA,36,"PP","F","","","","","","E","",22,22,"B253FF","","","","","","",NA,"","","control",NA,NA,"May"
"5577",62431,5,17,2015,438,5,NA,15,"PP","F","","","","","","E","",22,20,"B20020","*","","","","","",NA,"","","control",NA,NA,"May"
"5578",62437,5,17,2015,438,8,NA,66,"PP","F","","","","","","E","",21,21,"B6E426","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5579",62439,5,17,2015,438,8,NA,33,"RM","F","","","","","","E","",16,15,"B2B34E","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5580",62453,5,17,2015,438,14,NA,37,"PP","F","","","","","P","E","",21,24,"B2CC60","","","","","","",NA,"","","control",NA,NA,"May"
"5581",62455,5,17,2015,438,15,NA,36,"RM","F","","","","","","E","",16,12,"B2CF21","*","","","","","",NA,"","","exclosure",NA,NA,"May"
"5582",62456,5,17,2015,438,15,NA,37,"PE","F","","","","","","E","",20,25,"B2D462","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5583",62458,5,17,2015,438,15,NA,47,"RM","F","","","","","P","E","",16,13,"B2D3FF","*","","","","","",NA,"","","exclosure",NA,NA,"May"
"5584",62460,5,17,2015,438,15,NA,26,"RM","F","","","","","","E","",17,14,"B2B06C","","","","","","",NA,"","","exclosure",NA,NA,"May"
"5585",62495,6,13,2015,439,4,NA,65,"PP","F","","","","","P","E","",20,25,"00F8EE","","","","","","",NA,"","","control",NA,NA,"Jun"
"5586",62501,6,13,2015,439,4,NA,62,"PP","F","","","","","","E","",21,20,"5B857D","","","","","","",NA,"","","control",NA,NA,"Jun"
"5587",62504,6,13,2015,439,4,NA,15,"PP","F","","","","","","E","",21,21,"5B8487","","","","","","",NA,"","","control",NA,NA,"Jun"
"5588",62513,6,13,2015,439,6,NA,66,"PP","F","","","","","P","E","",22,27,"B6FC77","","","","","","",NA,"","","control",NA,NA,"Jun"
"5589",62514,6,13,2015,439,6,NA,57,"PP","F","","","","","P","","",22,22,"B25A64","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5590",62520,6,13,2015,439,6,NA,71,"PB","F","","","","","","E","",25,40,"B2B049","","","","","","",NA,"","","control",NA,NA,"Jun"
"5591",62521,6,13,2015,439,6,NA,36,"PP","F","","","","","","E","",22,17,"B1DCD5","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5592",62524,6,13,2015,439,6,NA,53,"PP","F","","","","","","E","",21,18,"B715F2","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5593",62531,6,13,2015,439,24,NA,36,"PP","F","","","","","P","E","",22,23,"B7273A","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5594",62535,6,13,2015,439,24,NA,23,"PF","F","","","","","","E","",14,8,"B1E755","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5595",62542,6,13,2015,439,24,NA,43,"PM","F","","","","","P","E","",20,29,"B26B37","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5596",62545,6,13,2015,439,11,NA,31,"PP","F","","","","","","E","",21,19,"B711AE","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5597",62551,6,13,2015,439,11,NA,56,"PP","F","","","","","","E","",22,23,"B19B08","","","","","","",NA,"","","control",NA,NA,"Jun"
"5598",62554,6,13,2015,439,11,NA,63,"PP","F","","","","","","E","",21,19,"006446","","","","","","",NA,"","","control",NA,NA,"Jun"
"5599",62557,6,13,2015,439,11,NA,77,"PE","F","","","","","P","E","",20,30,"B1F2C7","","","","","","",NA,"","","control",NA,NA,"Jun"
"5600",62559,6,13,2015,439,11,NA,72,"PP","F","","","","","","E","",21,23,"B19AB2","","","","","","",NA,"","","control",NA,NA,"Jun"
"5601",62560,6,13,2015,439,11,NA,71,"PP","F","","","","","","E","",21,22,"00BD54","","","","","","",NA,"","","control",NA,NA,"Jun"
"5602",62561,6,13,2015,439,11,NA,73,"PP","F","","","","","","E","",21,24,"B20EBE","","","","","","",NA,"","","control",NA,NA,"Jun"
"5603",62567,6,13,2015,439,19,NA,65,"PP","F","","","","","","E","",21,20,"B208FE","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5604",62568,6,13,2015,439,19,NA,26,"PP","F","","","","","P","E","",22,24,"01264C","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5605",62570,6,13,2015,439,19,NA,21,"PP","F","","","","","","E","",20,12,"00ABF2","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5606",62573,6,13,2015,439,19,NA,42,"PP","F","","","","","","E","",22,25,"0116C9","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5607",62574,6,13,2015,439,19,NA,75,"PE","F","","","","","","E","",20,25,"A64CC0","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5608",62580,6,13,2015,439,18,NA,56,"PP","F","","","","","","E","",21,15,"B205FF","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5609",62582,6,13,2015,439,18,NA,34,"PP","F","","","","","","E","",20,23,"012CF9","","","","","","",NA,"","","control",NA,NA,"Jun"
"5610",62598,6,13,2015,439,20,NA,72,"PB","F","","","","","P","","",25,37,"B1FF9E","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5611",62607,6,13,2015,439,20,NA,52,"PP","F","","","","","P","E","",21,22,"B6E86B","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5612",62608,6,13,2015,439,20,NA,21,"PE","F","","","","","","E","",20,25,"A220EF","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5613",62610,6,13,2015,439,20,NA,51,"PP","F","","","","","","E","",21,23,"012B33","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5614",62613,6,13,2015,439,20,NA,74,"PP","F","","","","","","E","",22,23,"B2B9E8","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5615",62614,6,13,2015,439,21,NA,67,"PF","F","","","","","","E","",15,9,"B2B321","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5616",62619,6,13,2015,439,21,NA,72,"PB","F","","","","","P","E","",26,36,"B207C4","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5617",62621,6,13,2015,439,21,NA,61,"PF","F","","","","","P","E","",16,11,"A65137","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5618",62623,6,13,2015,439,21,NA,35,"PP","F","","","","","P","E","",21,26,"B1EFEA","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5619",62624,6,13,2015,439,21,NA,71,"PB","F","","","","","","E","",26,41,"5DA2C9","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5620",62634,6,13,2015,439,21,NA,52,"PP","F","","","","","","E","",21,15,"B1ED9E","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5621",62642,6,13,2015,439,22,NA,76,"PP","F","","","","S","","E","",21,22,"B2D5E2","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5622",62648,6,13,2015,439,22,NA,57,"PE","F","","","","","","E","",20,29,"B1F10D","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5623",62651,6,13,2015,439,23,NA,41,"RM","F","","","","","","E","",16,11,"","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5624",62657,6,13,2015,439,23,NA,35,"PE","F","","","","","","E","",20,27,"","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5625",62660,6,13,2015,439,1,NA,45,"PE","F","","","","","","E","",21,27,"","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5626",62671,6,13,2015,439,1,NA,62,"PP","F","","","","","","E","",21,20,"","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5627",62681,6,13,2015,439,12,NA,42,"PP","F","","","","","P","E","",22,28,"0105A8","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5628",62685,6,13,2015,439,12,NA,32,"PP","F","","","","","","E","",22,15,"","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5629",62687,6,13,2015,439,12,1,54,"PE","F","","","","","","E","",NA,25,"B25219","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5630",62693,6,13,2015,439,12,NA,72,"PP","F","","","","","","E","",22,17,"","","","","","","",NA,"","R","removal",NA,NA,"Jun"
"5631",62696,6,14,2015,439,2,NA,44,"PP","F","","","","","","E","",21,23,"B7362C","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5632",62708,6,14,2015,439,2,NA,26,"PP","F","","","","","","E","",20,22,"00E327","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5633",62711,6,14,2015,439,2,NA,31,"PP","F","","","","","","E","",22,22,"B19C77","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5634",62723,6,14,2015,439,3,NA,24,"PF","F","","","","","","E","",14,8,"B2B335","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5635",62724,6,14,2015,439,3,NA,65,"PP","F","","","","","","E","",21,20,"B200D3","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5636",62725,6,14,2015,439,3,NA,13,"PP","F","","","","P","","","",22,18,"B25825","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5637",62728,6,14,2015,439,3,NA,44,"PP","F","","","","","","E","",22,20,"00FB4F","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5638",62730,6,14,2015,439,3,NA,53,"PP","F","","","","","","E","",21,22,"00FA4C","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5639",62731,6,14,2015,439,3,NA,43,"PF","F","","","","","","E","",15,8,"B2662A","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5640",62732,6,14,2015,439,3,NA,51,"PP","F","","","","","","E","",21,18,"B2016F","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5641",62736,6,14,2015,439,3,NA,63,"PP","F","","","","","","E","",20,18,"B26642","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5642",62737,6,14,2015,439,3,NA,73,"PP","F","","","","","","E","",22,26,"00FF9D","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5643",62745,6,14,2015,439,5,NA,73,"PP","F","","","","","","E","",22,23,"B251B8","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5644",62749,6,14,2015,439,5,NA,75,"PF","F","","","","","","E","",15,10,"B25274","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5645",62751,6,14,2015,439,5,3,46,"RM","F","","","","","","E","",17,12,"B24F7B","","","","","","",NA,"","","control",NA,NA,"Jun"
"5646",62757,6,14,2015,439,5,NA,11,"PP","F","","","","","","E","",20,20,"B20020","","","","","","",NA,"","","control",NA,NA,"Jun"
"5647",62759,6,14,2015,439,8,NA,15,"PP","F","","","","","","E","",21,21,"00F39D","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5648",62768,6,14,2015,439,8,NA,62,"PP","F","","","","","","E","",22,20,"5E3A0F","","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5649",62769,6,14,2015,439,8,NA,63,"PP","F","","","","S","","","",22,18,"B1F432","*","","","","","",NA,"","","exclosure",NA,NA,"Jun"
"5650",62785,6,14,2015,439,7,NA,12,"RM","F","","","","","","E","",16,11,"B2CD44","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5651",62789,6,14,2015,439,13,3,52,"PE","F","","","","","","E","",20,25,"B2C7EA","*","","","","","",NA,"","","control",NA,NA,"Jun"
"5652",62793,6,14,2015,439,13,3,52,"PP","F","","","","","","E","",21,19,"B2C504","","","","","","",NA,"","","control",NA,NA,"Jun"
"5653",62799,6,14,2015,439,13,NA,66,"PP","F","","","","","","E","",20,18,"B1DC66","","","","","","",NA,"","","control",NA,NA,"Jun"
"5654",62800,6,14,2015,439,13,NA,65,"PP","F","","","","","P","E","",20,26,"B1E203","","","","","","",NA,"","","control",NA,NA,"Jun"
"5655",62805,6,14,2015,439,13,NA,74,"PP","F","","","","","P","E","",21,20,"B1DA2E","","","","","","",NA,"","","control",NA,NA,"Jun"
"5656",62818,6,14,2015,439,14,NA,31,"PP","F","","","","","","E","",23,25,"B2CDA9","","","","","","",NA,"","","control",NA,NA,"Jun"
"5657",62823,6,14,2015,439,14,NA,23,"PP","F","","","","","","E","",22,23,"B2CC60","","","","","","",NA,"","","control",NA,NA,"Jun"
