"","month","year","treatment","reproductive","abundance","proportion","sex","species"
"1489",3,1999,"control",5,19,0.263157894736842,"male","DM"
"1490",1,1988,"control",4,15,0.266666666666667,"male","DM"
"1491",1,1989,"control",4,15,0.266666666666667,"male","DM"
"1492",2,2003,"control",4,15,0.266666666666667,"male","DM"
"1493",5,1990,"control",4,15,0.266666666666667,"male","DM"
"1494",5,2013,"control",8,30,0.266666666666667,"male","DM"
"1495",9,2001,"control",4,15,0.266666666666667,"male","DM"
"1496",1,1990,"control",7,26,0.269230769230769,"male","DM"
"1497",1,1999,"control",6,22,0.272727272727273,"male","DM"
"1498",3,1988,"control",6,22,0.272727272727273,"male","DM"
"1499",5,2006,"control",3,11,0.272727272727273,"male","DM"
"1500",5,2010,"control",3,11,0.272727272727273,"male","DM"
"1501",7,2000,"control",3,11,0.272727272727273,"male","DM"
"1502",3,2001,"control",5,18,0.277777777777778,"male","DM"
"1503",5,1996,"control",5,18,0.277777777777778,"male","DM"
"1504",3,1993,"control",6,21,0.285714285714286,"male","DM"
"1505",6,2002,"control",2,7,0.285714285714286,"male","DM"
"1506",10,2008,"control",2,7,0.285714285714286,"male","DM"
"1507",5,2003,"control",7,24,0.291666666666667,"male","DM"
"1508",5,2004,"control",3,10,0.3,"male","DM"
"1509",10,2002,"control",3,10,0.3,"male","DM"
"1510",3,1992,"control",4,13,0.307692307692308,"male","DM"
"1511",3,1996,"control",4,13,0.307692307692308,"male","DM"
"1512",5,2001,"control",4,13,0.307692307692308,"male","DM"
"1513",7,1993,"control",4,13,0.307692307692308,"male","DM"
"1514",11,1991,"control",4,13,0.307692307692308,"male","DM"
"1515",4,2013,"control",9,29,0.310344827586207,"male","DM"
"1516",4,2007,"control",5,16,0.3125,"male","DM"
"1517",9,1995,"control",5,16,0.3125,"male","DM"
"1518",4,1994,"control",6,19,0.315789473684211,"male","DM"
"1519",7,1992,"control",6,19,0.315789473684211,"male","DM"
"1520",5,1997,"control",7,22,0.318181818181818,"male","DM"
"1521",7,2013,"control",8,25,0.32,"male","DM"
"1522",6,1995,"control",9,28,0.321428571428571,"male","DM"
"1523",4,2014,"control",10,31,0.32258064516129,"male","DM"
"1524",2,1988,"control",6,18,0.333333333333333,"male","DM"
"1525",2,1989,"control",5,15,0.333333333333333,"male","DM"
"1526",2,2004,"control",3,9,0.333333333333333,"male","DM"
"1527",2,2009,"control",4,12,0.333333333333333,"male","DM"
"1528",3,2004,"control",2,6,0.333333333333333,"male","DM"
"1529",5,1989,"control",4,12,0.333333333333333,"male","DM"
"1530",6,2002,"exclosure",1,3,0.333333333333333,"male","DM"
"1531",6,2004,"control",2,6,0.333333333333333,"male","DM"
"1532",6,2014,"exclosure",1,3,0.333333333333333,"male","DM"
"1533",7,2005,"control",2,6,0.333333333333333,"male","DM"
"1534",7,2006,"control",3,9,0.333333333333333,"male","DM"
"1535",8,2004,"control",2,6,0.333333333333333,"male","DM"
"1536",9,1988,"control",2,6,0.333333333333333,"male","DM"
"1537",9,1994,"control",3,9,0.333333333333333,"male","DM"
"1538",9,2004,"control",1,3,0.333333333333333,"male","DM"
"1539",9,2006,"control",2,6,0.333333333333333,"male","DM"
"1540",10,1991,"control",4,12,0.333333333333333,"male","DM"
"1541",10,1995,"control",7,21,0.333333333333333,"male","DM"
"1542",11,1999,"control",4,12,0.333333333333333,"male","DM"
"1543",5,1992,"control",8,23,0.347826086956522,"male","DM"
"1544",3,1991,"control",7,20,0.35,"male","DM"
"1545",8,2014,"control",13,37,0.351351351351351,"male","DM"
"1546",4,1992,"control",6,17,0.352941176470588,"male","DM"
"1547",6,1996,"control",6,17,0.352941176470588,"male","DM"
"1548",12,1990,"control",6,17,0.352941176470588,"male","DM"
"1549",1,2006,"control",5,14,0.357142857142857,"male","DM"
"1550",4,1989,"control",4,11,0.363636363636364,"male","DM"
"1551",7,1988,"control",4,11,0.363636363636364,"male","DM"
"1552",8,1990,"control",4,11,0.363636363636364,"male","DM"
"1553",8,1993,"control",4,11,0.363636363636364,"male","DM"
"1554",11,2008,"control",4,11,0.363636363636364,"male","DM"
"1555",12,2008,"control",4,11,0.363636363636364,"male","DM"
"1556",6,2014,"control",14,38,0.368421052631579,"male","DM"
"1557",1,2009,"control",3,8,0.375,"male","DM"
"1558",5,1993,"control",3,8,0.375,"male","DM"
"1559",5,2002,"control",6,16,0.375,"male","DM"
"1560",8,1994,"control",3,8,0.375,"male","DM"
"1561",8,1995,"control",6,16,0.375,"male","DM"
"1562",9,1989,"control",3,8,0.375,"male","DM"
"1563",9,2009,"control",3,8,0.375,"male","DM"
"1564",12,1995,"control",15,40,0.375,"male","DM"
"1565",6,1989,"control",5,13,0.384615384615385,"male","DM"
"1566",12,1988,"control",5,13,0.384615384615385,"male","DM"
"1567",2,1994,"control",11,28,0.392857142857143,"male","DM"
"1568",2,2000,"control",2,5,0.4,"male","DM"
"1569",2,2002,"exclosure",2,5,0.4,"male","DM"
"1570",3,1989,"control",4,10,0.4,"male","DM"
"1571",3,1999,"exclosure",2,5,0.4,"male","DM"
"1572",4,1991,"control",6,15,0.4,"male","DM"
"1573",6,2000,"control",4,10,0.4,"male","DM"
"1574",7,1990,"control",4,10,0.4,"male","DM"
"1575",10,2006,"control",4,10,0.4,"male","DM"
"1576",9,2007,"control",7,17,0.411764705882353,"male","DM"
"1577",12,2002,"control",7,17,0.411764705882353,"male","DM"
"1578",1,2011,"control",5,12,0.416666666666667,"male","DM"
"1579",9,2014,"control",8,19,0.421052631578947,"male","DM"
"1580",6,1994,"control",3,7,0.428571428571429,"male","DM"
"1581",6,2005,"control",3,7,0.428571428571429,"male","DM"
"1582",7,2004,"control",3,7,0.428571428571429,"male","DM"
"1583",7,2007,"control",6,14,0.428571428571429,"male","DM"
"1584",9,1993,"control",3,7,0.428571428571429,"male","DM"
"1585",9,2010,"control",3,7,0.428571428571429,"male","DM"
"1586",4,1988,"control",4,9,0.444444444444444,"male","DM"
"1587",2,2002,"control",5,11,0.454545454545455,"male","DM"
"1588",2,2007,"control",7,15,0.466666666666667,"male","DM"
"1589",3,2002,"control",8,17,0.470588235294118,"male","DM"
"1590",1,2013,"exclosure",1,2,0.5,"male","DM"
"1591",3,2009,"exclosure",1,2,0.5,"male","DM"
"1592",3,2010,"control",4,8,0.5,"male","DM"
"1593",3,2010,"exclosure",1,2,0.5,"male","DM"
"1594",4,1999,"exclosure",1,2,0.5,"male","DM"
"1595",6,2003,"control",6,12,0.5,"male","DM"
"1596",7,2004,"exclosure",1,2,0.5,"male","DM"
"1597",11,2006,"control",3,6,0.5,"male","DM"
"1598",4,2012,"control",8,15,0.533333333333333,"male","DM"
"1599",7,1996,"control",7,13,0.538461538461538,"male","DM"
"1600",4,2001,"control",6,11,0.545454545454545,"male","DM"
"1601",3,2000,"control",5,9,0.555555555555556,"male","DM"
"1602",9,2008,"control",3,5,0.6,"male","DM"
"1603",2,1988,"exclosure",2,3,0.666666666666667,"male","DM"
"1604",5,1998,"exclosure",2,3,0.666666666666667,"male","DM"
"1605",10,1999,"control",6,9,0.666666666666667,"male","DM"
"1606",3,2007,"control",7,9,0.777777777777778,"male","DM"
"1607",3,2012,"control",11,14,0.785714285714286,"male","DM"
"1608",1,1991,"exclosure",1,1,1,"male","DM"
"1609",2,1989,"exclosure",1,1,1,"male","DM"
"1610",2,2010,"exclosure",1,1,1,"male","DM"
"1611",3,1988,"exclosure",1,1,1,"male","DM"
"1612",3,1994,"exclosure",1,1,1,"male","DM"
"1613",3,1995,"exclosure",1,1,1,"male","DM"
"1614",4,2002,"exclosure",1,1,1,"male","DM"
"1615",4,2005,"exclosure",1,1,1,"male","DM"
"1616",4,2008,"exclosure",1,1,1,"male","DM"
"1617",4,2009,"exclosure",1,1,1,"male","DM"
"1618",7,1996,"exclosure",1,1,1,"male","DM"
"1619",7,2002,"exclosure",1,1,1,"male","DM"
"1620",7,2003,"exclosure",1,1,1,"male","DM"
"1621",9,1993,"exclosure",2,2,1,"male","DM"
"1622",9,1994,"exclosure",1,1,1,"male","DM"
"1623",9,1996,"exclosure",1,1,1,"male","DM"
"1624",11,2012,"exclosure",1,1,1,"male","DM"
"1625",1,1988,"exclosure",0,6,0,"male","DM"
"1626",1,1992,"exclosure",0,1,0,"male","DM"
"1627",1,1993,"control",0,9,0,"male","DM"
"1628",1,1995,"exclosure",0,1,0,"male","DM"
"1629",1,1996,"exclosure",0,3,0,"male","DM"
"1630",1,2004,"control",0,12,0,"male","DM"
"1631",1,2005,"control",0,4,0,"male","DM"
"1632",1,2008,"control",0,20,0,"male","DM"
"1633",1,2008,"exclosure",0,2,0,"male","DM"
"1634",1,2010,"control",0,7,0,"male","DM"
"1635",2,1991,"exclosure",0,1,0,"male","DM"
"1636",2,1992,"control",0,12,0,"male","DM"
"1637",2,1994,"exclosure",0,2,0,"male","DM"
"1638",2,1995,"exclosure",0,1,0,"male","DM"
"1639",2,1996,"exclosure",0,2,0,"male","DM"
"1640",2,1997,"exclosure",0,2,0,"male","DM"
"1641",2,2004,"exclosure",0,1,0,"male","DM"
"1642",2,2008,"exclosure",0,1,0,"male","DM"
"1643",2,2009,"exclosure",0,1,0,"male","DM"
"1644",2,2013,"exclosure",0,4,0,"male","DM"
"1645",3,1991,"exclosure",0,2,0,"male","DM"
"1646",3,1996,"exclosure",0,1,0,"male","DM"
"1647",3,1997,"exclosure",0,1,0,"male","DM"
"1648",3,1998,"control",0,24,0,"male","DM"
"1649",3,2002,"exclosure",0,1,0,"male","DM"
"1650",3,2003,"exclosure",0,2,0,"male","DM"
"1651",3,2004,"exclosure",0,1,0,"male","DM"
"1652",3,2005,"control",0,8,0,"male","DM"
"1653",3,2006,"exclosure",0,1,0,"male","DM"
"1654",3,2008,"exclosure",0,2,0,"male","DM"
"1655",3,2013,"exclosure",0,2,0,"male","DM"
"1656",4,1991,"exclosure",0,1,0,"male","DM"
"1657",4,1994,"exclosure",0,1,0,"male","DM"
"1658",4,1995,"exclosure",0,1,0,"male","DM"
"1659",4,1996,"exclosure",0,3,0,"male","DM"
"1660",4,1997,"exclosure",0,1,0,"male","DM"
"1661",4,2004,"exclosure",0,1,0,"male","DM"
"1662",4,2013,"exclosure",0,1,0,"male","DM"
"1663",4,2014,"exclosure",0,2,0,"male","DM"
"1664",5,1988,"exclosure",0,1,0,"male","DM"
"1665",5,1991,"exclosure",0,1,0,"male","DM"
"1666",5,1994,"exclosure",0,1,0,"male","DM"
"1667",5,1996,"exclosure",0,2,0,"male","DM"
"1668",5,1997,"exclosure",0,1,0,"male","DM"
"1669",5,1999,"control",0,14,0,"male","DM"
"1670",5,2002,"exclosure",0,2,0,"male","DM"
"1671",5,2003,"exclosure",0,3,0,"male","DM"
"1672",5,2004,"exclosure",0,2,0,"male","DM"
"1673",5,2008,"exclosure",0,1,0,"male","DM"
"1674",6,1989,"exclosure",0,1,0,"male","DM"
"1675",6,1996,"exclosure",0,1,0,"male","DM"
"1676",6,1997,"exclosure",0,1,0,"male","DM"
"1677",6,1999,"control",0,9,0,"male","DM"
"1678",6,2003,"exclosure",0,2,0,"male","DM"
"1679",6,2004,"exclosure",0,1,0,"male","DM"
"1680",6,2008,"exclosure",0,2,0,"male","DM"
"1681",6,2009,"control",0,6,0,"male","DM"
"1682",6,2012,"exclosure",0,1,0,"male","DM"
"1683",7,1989,"exclosure",0,3,0,"male","DM"
"1684",7,1997,"exclosure",0,1,0,"male","DM"
"1685",7,2009,"control",0,7,0,"male","DM"
"1686",7,2013,"exclosure",0,1,0,"male","DM"
"1687",8,1994,"exclosure",0,1,0,"male","DM"
"1688",8,1995,"exclosure",0,1,0,"male","DM"
"1689",8,1996,"exclosure",0,1,0,"male","DM"
"1690",8,2003,"exclosure",0,3,0,"male","DM"
"1691",8,2008,"control",0,4,0,"male","DM"
"1692",8,2009,"control",0,6,0,"male","DM"
"1693",8,2014,"exclosure",0,2,0,"male","DM"
"1694",9,1995,"exclosure",0,1,0,"male","DM"
"1695",9,1997,"control",0,19,0,"male","DM"
"1696",9,1998,"exclosure",0,1,0,"male","DM"
"1697",9,1999,"control",0,2,0,"male","DM"
"1698",9,2002,"control",0,5,0,"male","DM"
"1699",9,2003,"exclosure",0,1,0,"male","DM"
"1700",10,1989,"exclosure",0,1,0,"male","DM"
"1701",10,1994,"exclosure",0,1,0,"male","DM"
"1702",10,1995,"exclosure",0,1,0,"male","DM"
"1703",10,1997,"control",0,22,0,"male","DM"
"1704",10,1998,"exclosure",0,1,0,"male","DM"
"1705",10,2002,"exclosure",0,2,0,"male","DM"
"1706",10,2009,"control",0,5,0,"male","DM"
"1707",10,2009,"exclosure",0,1,0,"male","DM"
"1708",11,1988,"exclosure",0,1,0,"male","DM"
"1709",11,1990,"exclosure",0,1,0,"male","DM"
"1710",11,1991,"exclosure",0,1,0,"male","DM"
"1711",11,1993,"control",0,14,0,"male","DM"
"1712",11,1994,"exclosure",0,1,0,"male","DM"
"1713",11,1996,"exclosure",0,1,0,"male","DM"
"1714",11,1997,"control",0,25,0,"male","DM"
"1715",11,2001,"exclosure",0,1,0,"male","DM"
"1716",11,2007,"exclosure",0,1,0,"male","DM"
"1717",11,2009,"control",0,6,0,"male","DM"
"1718",11,2013,"exclosure",0,1,0,"male","DM"
"1719",12,1988,"exclosure",0,1,0,"male","DM"
"1720",12,1990,"exclosure",0,1,0,"male","DM"
"1721",12,1991,"exclosure",0,1,0,"male","DM"
"1722",12,1992,"exclosure",0,1,0,"male","DM"
"1723",12,1994,"exclosure",0,1,0,"male","DM"
"1724",12,1995,"exclosure",0,1,0,"male","DM"
"1725",12,1996,"exclosure",0,1,0,"male","DM"
"1726",12,1997,"control",0,16,0,"male","DM"
"1727",12,1998,"exclosure",0,1,0,"male","DM"
"1728",12,2002,"exclosure",0,1,0,"male","DM"
"1729",12,2007,"control",0,23,0,"male","DM"
"1730",12,2009,"control",0,4,0,"male","DM"
"1731",12,2009,"exclosure",0,1,0,"male","DM"
"1732",12,2012,"control",1,32,0.03125,"female","DM"
"1733",7,1997,"control",1,25,0.04,"female","DM"
"1734",2,2013,"control",1,22,0.0454545454545455,"female","DM"
"1735",11,2013,"control",1,18,0.0555555555555556,"female","DM"
"1736",2,1996,"control",1,13,0.0769230769230769,"female","DM"
"1737",4,1996,"control",1,13,0.0769230769230769,"female","DM"
"1738",10,2001,"control",1,13,0.0769230769230769,"female","DM"
"1739",7,2013,"control",1,12,0.0833333333333333,"female","DM"
"1740",1,2009,"control",1,11,0.0909090909090909,"female","DM"
"1741",1,2012,"control",1,11,0.0909090909090909,"female","DM"
"1742",11,1996,"control",1,11,0.0909090909090909,"female","DM"
"1743",12,2013,"control",2,21,0.0952380952380952,"female","DM"
"1744",3,2009,"control",1,10,0.1,"female","DM"
"1745",5,2008,"control",2,18,0.111111111111111,"female","DM"
"1746",9,2013,"control",2,18,0.111111111111111,"female","DM"
"1747",12,2005,"control",1,9,0.111111111111111,"female","DM"
"1748",1,2001,"control",1,8,0.125,"female","DM"
"1749",4,2012,"control",2,16,0.125,"female","DM"
"1750",5,2009,"control",1,8,0.125,"female","DM"
"1751",7,2009,"control",1,8,0.125,"female","DM"
"1752",7,2012,"control",3,24,0.125,"female","DM"
"1753",8,2003,"control",1,8,0.125,"female","DM"
"1754",4,2013,"control",3,23,0.130434782608696,"female","DM"
"1755",6,2008,"control",5,38,0.131578947368421,"female","DM"
"1756",1,2006,"control",2,15,0.133333333333333,"female","DM"
"1757",1,2013,"control",3,21,0.142857142857143,"female","DM"
"1758",2,1995,"control",1,7,0.142857142857143,"female","DM"
"1759",4,2001,"control",1,7,0.142857142857143,"female","DM"
"1760",6,1994,"control",1,7,0.142857142857143,"female","DM"
"1761",6,2009,"control",1,7,0.142857142857143,"female","DM"
"1762",7,2004,"control",1,7,0.142857142857143,"female","DM"
"1763",2,2012,"control",2,13,0.153846153846154,"female","DM"
"1764",5,1996,"control",2,12,0.166666666666667,"female","DM"
"1765",5,2003,"exclosure",1,6,0.166666666666667,"female","DM"
"1766",7,2005,"control",1,6,0.166666666666667,"female","DM"
"1767",11,1991,"control",1,6,0.166666666666667,"female","DM"
"1768",11,1994,"control",1,6,0.166666666666667,"female","DM"
"1769",12,2012,"exclosure",1,6,0.166666666666667,"female","DM"
"1770",8,2012,"control",4,23,0.173913043478261,"female","DM"
"1771",6,2014,"control",6,34,0.176470588235294,"female","DM"
"1772",7,2008,"control",2,11,0.181818181818182,"female","DM"
"1773",10,1996,"control",2,11,0.181818181818182,"female","DM"
"1774",11,2001,"control",2,11,0.181818181818182,"female","DM"
"1775",3,1997,"control",3,16,0.1875,"female","DM"
"1776",6,1997,"control",3,16,0.1875,"female","DM"
"1777",3,1995,"control",2,10,0.2,"female","DM"
"1778",3,1999,"control",1,5,0.2,"female","DM"
"1779",3,2007,"control",1,5,0.2,"female","DM"
"1780",5,2007,"control",1,5,0.2,"female","DM"
"1781",8,1996,"control",1,5,0.2,"female","DM"
"1782",10,1993,"control",1,5,0.2,"female","DM"
"1783",10,2012,"control",4,20,0.2,"female","DM"
"1784",12,1996,"control",2,10,0.2,"female","DM"
"1785",3,2013,"control",5,24,0.208333333333333,"female","DM"
"1786",6,2003,"control",2,9,0.222222222222222,"female","DM"
"1787",11,2014,"control",4,18,0.222222222222222,"female","DM"
"1788",9,1996,"control",3,13,0.230769230769231,"female","DM"
"1789",8,2014,"control",10,43,0.232558139534884,"female","DM"
"1790",9,2014,"control",4,17,0.235294117647059,"female","DM"
"1791",6,1995,"control",5,21,0.238095238095238,"female","DM"
"1792",2,2002,"control",3,12,0.25,"female","DM"
"1793",3,1996,"control",2,8,0.25,"female","DM"
"1794",4,1997,"control",4,16,0.25,"female","DM"
"1795",5,1994,"control",1,4,0.25,"female","DM"
"1796",5,2006,"control",2,8,0.25,"female","DM"
"1797",6,1991,"control",1,4,0.25,"female","DM"
"1798",6,2005,"control",2,8,0.25,"female","DM"
"1799",6,2012,"control",5,20,0.25,"female","DM"
"1800",7,1998,"control",1,4,0.25,"female","DM"
"1801",7,2010,"control",2,8,0.25,"female","DM"
"1802",7,2011,"control",1,4,0.25,"female","DM"
"1803",8,1990,"control",1,4,0.25,"female","DM"
"1804",8,1991,"control",2,8,0.25,"female","DM"
"1805",8,1994,"control",1,4,0.25,"female","DM"
"1806",8,2011,"control",5,20,0.25,"female","DM"
"1807",12,2004,"control",2,8,0.25,"female","DM"
"1808",2,2014,"control",6,23,0.260869565217391,"female","DM"
"1809",5,2011,"control",5,19,0.263157894736842,"female","DM"
"1810",5,2013,"control",5,19,0.263157894736842,"female","DM"
"1811",10,2011,"control",5,19,0.263157894736842,"female","DM"
"1812",3,2012,"control",4,15,0.266666666666667,"female","DM"
"1813",1,1996,"control",3,11,0.272727272727273,"female","DM"
"1814",2,2003,"control",3,11,0.272727272727273,"female","DM"
"1815",5,2001,"control",3,11,0.272727272727273,"female","DM"
"1816",5,2003,"control",6,22,0.272727272727273,"female","DM"
"1817",9,2012,"control",6,22,0.272727272727273,"female","DM"
"1818",3,2006,"control",5,18,0.277777777777778,"female","DM"
"1819",5,1998,"control",5,18,0.277777777777778,"female","DM"
"1820",2,1999,"control",2,7,0.285714285714286,"female","DM"
"1821",6,2007,"control",2,7,0.285714285714286,"female","DM"
"1822",7,2006,"control",2,7,0.285714285714286,"female","DM"
"1823",9,2003,"control",2,7,0.285714285714286,"female","DM"
"1824",12,1995,"control",6,21,0.285714285714286,"female","DM"
"1825",12,2002,"control",5,17,0.294117647058824,"female","DM"
"1826",4,2011,"control",3,10,0.3,"female","DM"
"1827",10,1995,"control",3,10,0.3,"female","DM"
"1828",3,2003,"control",7,22,0.318181818181818,"female","DM"
"1829",2,1991,"control",1,3,0.333333333333333,"female","DM"
"1830",2,1999,"exclosure",1,3,0.333333333333333,"female","DM"
"1831",3,1994,"control",2,6,0.333333333333333,"female","DM"
"1832",3,2005,"control",2,6,0.333333333333333,"female","DM"
"1833",3,2010,"control",1,3,0.333333333333333,"female","DM"
"1834",3,2014,"control",15,45,0.333333333333333,"female","DM"
"1835",4,1992,"control",1,3,0.333333333333333,"female","DM"
"1836",4,1993,"control",2,6,0.333333333333333,"female","DM"
"1837",4,2007,"control",2,6,0.333333333333333,"female","DM"
"1838",5,1993,"control",2,6,0.333333333333333,"female","DM"
"1839",6,1998,"control",1,3,0.333333333333333,"female","DM"
"1840",6,2002,"control",3,9,0.333333333333333,"female","DM"
"1841",7,2002,"control",3,9,0.333333333333333,"female","DM"
"1842",9,1988,"control",1,3,0.333333333333333,"female","DM"
"1843",10,1988,"control",1,3,0.333333333333333,"female","DM"
"1844",10,1990,"control",1,3,0.333333333333333,"female","DM"
"1845",10,1994,"control",2,6,0.333333333333333,"female","DM"
"1846",11,2006,"control",2,6,0.333333333333333,"female","DM"
"1847",11,2010,"control",2,6,0.333333333333333,"female","DM"
"1848",2,2004,"control",3,8,0.375,"female","DM"
"1849",9,2005,"control",3,8,0.375,"female","DM"
"1850",9,2010,"control",3,8,0.375,"female","DM"
"1851",5,1997,"control",5,13,0.384615384615385,"female","DM"
"1852",9,2001,"control",5,13,0.384615384615385,"female","DM"
"1853",2,1994,"control",4,10,0.4,"female","DM"
"1854",3,1991,"control",2,5,0.4,"female","DM"
"1855",3,2000,"control",2,5,0.4,"female","DM"
"1856",4,2000,"control",2,5,0.4,"female","DM"
"1857",4,2014,"control",8,20,0.4,"female","DM"
"1858",7,1995,"control",4,10,0.4,"female","DM"
"1859",7,2007,"control",2,5,0.4,"female","DM"
"1860",8,1993,"control",2,5,0.4,"female","DM"
"1861",9,2002,"control",2,5,0.4,"female","DM"
"1862",10,1991,"control",2,5,0.4,"female","DM"
"1863",11,2002,"control",2,5,0.4,"female","DM"
"1864",12,2006,"control",2,5,0.4,"female","DM"
"1865",4,2002,"control",5,12,0.416666666666667,"female","DM"
"1866",3,2004,"control",3,7,0.428571428571429,"female","DM"
"1867",6,2004,"control",3,7,0.428571428571429,"female","DM"
"1868",9,1995,"control",3,7,0.428571428571429,"female","DM"
"1869",10,2002,"control",3,7,0.428571428571429,"female","DM"
"1870",7,1992,"control",5,11,0.454545454545455,"female","DM"
"1871",4,1995,"control",6,13,0.461538461538462,"female","DM"
"1872",2,1988,"exclosure",1,2,0.5,"female","DM"
"1873",3,1990,"control",1,2,0.5,"female","DM"
"1874",3,1995,"exclosure",1,2,0.5,"female","DM"
"1875",3,1999,"exclosure",1,2,0.5,"female","DM"
"1876",3,2006,"exclosure",1,2,0.5,"female","DM"
"1877",3,2014,"exclosure",1,2,0.5,"female","DM"
"1878",4,1988,"control",1,2,0.5,"female","DM"
"1879",4,1994,"control",3,6,0.5,"female","DM"
"1880",4,1995,"exclosure",2,4,0.5,"female","DM"
"1881",4,1999,"control",3,6,0.5,"female","DM"
"1882",4,2004,"control",2,4,0.5,"female","DM"
"1883",4,2005,"control",4,8,0.5,"female","DM"
"1884",4,2006,"control",5,10,0.5,"female","DM"
"1885",5,1991,"control",1,2,0.5,"female","DM"
"1886",5,2002,"exclosure",1,2,0.5,"female","DM"
"1887",5,2004,"exclosure",1,2,0.5,"female","DM"
"1888",5,2010,"control",5,10,0.5,"female","DM"
"1889",6,1996,"control",4,8,0.5,"female","DM"
"1890",6,1999,"control",3,6,0.5,"female","DM"
"1891",6,2003,"exclosure",1,2,0.5,"female","DM"
"1892",7,1994,"control",2,4,0.5,"female","DM"
"1893",7,1996,"control",2,4,0.5,"female","DM"
"1894",7,2003,"control",4,8,0.5,"female","DM"
"1895",8,1992,"control",1,2,0.5,"female","DM"
"1896",8,1998,"control",1,2,0.5,"female","DM"
"1897",8,2004,"control",2,4,0.5,"female","DM"
"1898",9,1989,"control",1,2,0.5,"female","DM"
"1899",9,2004,"control",1,2,0.5,"female","DM"
"1900",10,1999,"control",1,2,0.5,"female","DM"
"1901",10,2004,"control",3,6,0.5,"female","DM"
"1902",10,2005,"control",1,2,0.5,"female","DM"
"1903",10,2006,"control",2,4,0.5,"female","DM"
"1904",11,1999,"control",1,2,0.5,"female","DM"
"1905",12,1990,"control",2,4,0.5,"female","DM"
"1906",10,2014,"control",8,15,0.533333333333333,"female","DM"
"1907",5,1992,"control",5,9,0.555555555555556,"female","DM"
"1908",5,2002,"control",5,9,0.555555555555556,"female","DM"
"1909",2,2000,"control",4,7,0.571428571428571,"female","DM"
"1910",3,2001,"control",7,11,0.636363636363636,"female","DM"
"1911",8,2001,"control",7,11,0.636363636363636,"female","DM"
"1912",5,2014,"control",4,6,0.666666666666667,"female","DM"
"1913",5,2005,"control",5,7,0.714285714285714,"female","DM"
"1914",8,1995,"control",5,7,0.714285714285714,"female","DM"
"1915",8,2000,"control",3,4,0.75,"female","DM"
"1916",5,2004,"control",7,9,0.777777777777778,"female","DM"
"1917",3,1997,"exclosure",1,1,1,"female","DM"
"1918",4,1996,"exclosure",1,1,1,"female","DM"
"1919",4,2002,"exclosure",1,1,1,"female","DM"
"1920",5,1996,"exclosure",1,1,1,"female","DM"
"1921",5,1998,"exclosure",1,1,1,"female","DM"
"1922",6,1998,"exclosure",1,1,1,"female","DM"
"1923",8,2009,"exclosure",1,1,1,"female","DM"
"1924",9,1993,"exclosure",1,1,1,"female","DM"
"1925",11,1996,"exclosure",1,1,1,"female","DM"
"1926",1,1988,"control",0,2,0,"female","DM"
"1927",1,1988,"exclosure",0,7,0,"female","DM"
"1928",1,1989,"control",0,1,0,"female","DM"
"1929",1,1990,"control",0,1,0,"female","DM"
"1930",1,1991,"control",0,5,0,"female","DM"
"1931",1,1992,"control",0,1,0,"female","DM"
"1932",1,1993,"control",0,3,0,"female","DM"
"1933",1,1995,"control",0,5,0,"female","DM"
"1934",1,1995,"exclosure",0,1,0,"female","DM"
"1935",1,1996,"exclosure",0,2,0,"female","DM"
"1936",1,1998,"control",0,10,0,"female","DM"
"1937",1,1999,"control",0,4,0,"female","DM"
"1938",1,1999,"exclosure",0,2,0,"female","DM"
"1939",1,2000,"control",0,2,0,"female","DM"
"1940",1,2004,"control",0,6,0,"female","DM"
"1941",1,2005,"control",0,7,0,"female","DM"
"1942",1,2006,"exclosure",0,1,0,"female","DM"
"1943",1,2008,"control",0,12,0,"female","DM"
"1944",1,2008,"exclosure",0,1,0,"female","DM"
"1945",1,2010,"control",0,4,0,"female","DM"
"1946",1,2010,"exclosure",0,1,0,"female","DM"
"1947",1,2011,"control",0,11,0,"female","DM"
"1948",1,2013,"exclosure",0,1,0,"female","DM"
"1949",2,1988,"control",0,4,0,"female","DM"
"1950",2,1989,"control",0,1,0,"female","DM"
"1951",2,1990,"control",0,2,0,"female","DM"
"1952",2,1992,"control",0,2,0,"female","DM"
"1953",2,1993,"control",0,3,0,"female","DM"
"1954",2,1995,"exclosure",0,1,0,"female","DM"
"1955",2,1996,"exclosure",0,2,0,"female","DM"
"1956",2,1997,"control",0,17,0,"female","DM"
"1957",2,1997,"exclosure",0,1,0,"female","DM"
"1958",2,1998,"control",0,10,0,"female","DM"
"1959",2,2002,"exclosure",0,1,0,"female","DM"
"1960",2,2003,"exclosure",0,1,0,"female","DM"
"1961",2,2007,"control",0,3,0,"female","DM"
"1962",2,2008,"control",0,14,0,"female","DM"
"1963",2,2008,"exclosure",0,2,0,"female","DM"
"1964",2,2009,"control",0,13,0,"female","DM"
"1965",2,2010,"control",0,3,0,"female","DM"
"1966",2,2010,"exclosure",0,1,0,"female","DM"
"1967",2,2011,"control",0,7,0,"female","DM"
"1968",2,2013,"exclosure",0,2,0,"female","DM"
"1969",2,2014,"exclosure",0,1,0,"female","DM"
"1970",3,1988,"control",0,3,0,"female","DM"
"1971",3,1988,"exclosure",0,2,0,"female","DM"
"1972",3,1989,"control",0,1,0,"female","DM"
"1973",3,1992,"control",0,2,0,"female","DM"
"1974",3,1993,"control",0,9,0,"female","DM"
